rep,instance_id,repo,created_at,arm,model,model_ids_observed,resolved,total_cost_usd,prompt_side_tokens,completion_tokens,opus_prompt_tokens,opus_completion_tokens,opus_cost_usd,sonnet_prompt_tokens,sonnet_completion_tokens,sonnet_cost_usd,haiku_prompt_tokens,haiku_completion_tokens,haiku_cost_usd,n_turns,wall_clock_s,status,swap_fired,model_pin_ok,model_pin_drift,resolved_verdict_source,patch_empty,result_dir
2,a2aproject__a2a-python-443,a2aproject/a2a-python,2025-08-28 21:39:11,opus-solo,claude-opus-4-8,claude-opus-4-8,0,1.3233399999999997,1643707,11054,1642881,11038,1.3224339999999997,0,0,0.0,826,16,0.000906,41,173.3,ok,False,True,,jobs_powered/rep2/results/opus-solo/a2aproject__a2a-python-443/eval/a2aproject__a2a-python-443/report.json,False,jobs_powered/rep2/results/opus-solo/a2aproject__a2a-python-443
2,a2aproject__a2a-python-443,a2aproject/a2a-python,2025-08-28 21:39:11,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,1.5073222499999999,1903305,11640,1902479,11624,1.5064162499999998,0,0,0.0,826,16,0.000906,40,196.06,ok,False,True,,jobs_powered/rep2/results/opus-tuned/a2aproject__a2a-python-443/eval/a2aproject__a2a-python-443/report.json,False,jobs_powered/rep2/results/opus-tuned/a2aproject__a2a-python-443
2,openai__openai-agents-python-1601,openai/openai-agents-python,2025-08-28 05:18:26,opus-solo,claude-opus-4-8,claude-opus-4-8,1,2.7815407500000005,2893604,34114,2844087,33419,2.7285487500000003,0,0,0.0,49517,695,0.052992,62,563.02,ok,False,True,,jobs_powered/rep2/results/opus-solo/openai__openai-agents-python-1601/eval/openai__openai-agents-python-1601/report.json,False,jobs_powered/rep2/results/opus-solo/openai__openai-agents-python-1601
2,openai__openai-agents-python-1601,openai/openai-agents-python,2025-08-28 05:18:26,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,1.9557485000000003,2172362,23191,2171366,23176,1.9546775000000003,0,0,0.0,996,15,0.001071,54,372.65,ok,False,True,,jobs_powered/rep2/results/opus-tuned/openai__openai-agents-python-1601/eval/openai__openai-agents-python-1601/report.json,False,jobs_powered/rep2/results/opus-tuned/openai__openai-agents-python-1601
2,QuantEcon__QuantEcon.py-797,QuantEcon/QuantEcon.py,2025-08-27 23:56:06,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.48429325000000006,358812,7446,358004,7426,0.48338525000000004,0,0,0.0,808,20,0.0009080000000000001,13,100.0,ok,False,True,,jobs_powered/rep2/results/opus-solo/QuantEcon__QuantEcon.py-797/eval/QuantEcon__QuantEcon.py-797/report.json,False,jobs_powered/rep2/results/opus-solo/QuantEcon__QuantEcon.py-797
2,QuantEcon__QuantEcon.py-797,QuantEcon/QuantEcon.py,2025-08-27 23:56:06,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.2313645,157040,3172,156232,3152,0.2304565,0,0,0.0,808,20,0.0009080000000000001,7,43.32,ok,False,True,,jobs_powered/rep2/results/opus-tuned/QuantEcon__QuantEcon.py-797/eval/QuantEcon__QuantEcon.py-797/report.json,False,jobs_powered/rep2/results/opus-tuned/QuantEcon__QuantEcon.py-797
2,pex-tool__pex-2888,pex-tool/pex,2025-08-27 19:57:49,opus-solo,claude-opus-4-8,claude-haiku-4-5-20251001|claude-opus-4-8,0,1.0315346000000003,1586733,14751,726245,10118,0.8630685000000002,0,0,0.0,860488,4633,0.16846610000000004,40,214.66,ok,False,False,claude-haiku-4-5-20251001,jobs_powered/rep2/results/opus-solo/pex-tool__pex-2888/eval/pex-tool__pex-2888/report.json,False,jobs_powered/rep2/results/opus-solo/pex-tool__pex-2888
2,pex-tool__pex-2888,pex-tool/pex,2025-08-27 19:57:49,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.632823,558152,6349,556590,6331,0.631171,0,0,0.0,1562,18,0.001652,16,104.78,ok,False,True,,jobs_powered/rep2/results/opus-tuned/pex-tool__pex-2888/eval/pex-tool__pex-2888/report.json,False,jobs_powered/rep2/results/opus-tuned/pex-tool__pex-2888
2,sdv-dev__SDV-2658,sdv-dev/SDV,2025-08-27 19:48:19,opus-solo,claude-opus-4-8,claude-opus-4-8,0,2.1675495000000002,2785361,18365,2784199,18345,2.1662875,0,0,0.0,1162,20,0.001262,58,822.68,ok,False,True,,jobs_powered/rep2/results/opus-solo/sdv-dev__SDV-2658/eval/sdv-dev__SDV-2658/report.json,False,jobs_powered/rep2/results/opus-solo/sdv-dev__SDV-2658
2,sdv-dev__SDV-2658,sdv-dev/SDV,2025-08-27 19:48:19,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.9970549999999998,883573,8930,882411,8910,0.9957929999999998,0,0,0.0,1162,20,0.001262,24,729.39,ok,False,True,,jobs_powered/rep2/results/opus-tuned/sdv-dev__SDV-2658/eval/sdv-dev__SDV-2658/report.json,False,jobs_powered/rep2/results/opus-tuned/sdv-dev__SDV-2658
2,stanfordnlp__dspy-8718,stanfordnlp/dspy,2025-08-27 06:46:30,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.14748925,94135,1221,92281,1204,0.14555025,0,0,0.0,1854,17,0.001939,4,27.8,ok,False,True,,jobs_powered/rep2/results/opus-solo/stanfordnlp__dspy-8718/eval/stanfordnlp__dspy-8718/report.json,False,jobs_powered/rep2/results/opus-solo/stanfordnlp__dspy-8718
2,stanfordnlp__dspy-8718,stanfordnlp/dspy,2025-08-27 06:46:30,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.14109025,95323,900,93469,883,0.13915125,0,0,0.0,1854,17,0.001939,4,18.24,ok,False,True,,jobs_powered/rep2/results/opus-tuned/stanfordnlp__dspy-8718/eval/stanfordnlp__dspy-8718/report.json,False,jobs_powered/rep2/results/opus-tuned/stanfordnlp__dspy-8718
2,sdv-dev__SDV-2656,sdv-dev/SDV,2025-08-26 21:22:01,opus-solo,claude-opus-4-8,claude-opus-4-8,1,0.13696799999999998,105678,1132,104903,1117,0.136118,0,0,0.0,775,15,0.00085,5,25.22,ok,False,True,,jobs_powered/rep2/results/opus-solo/sdv-dev__SDV-2656/eval/sdv-dev__SDV-2656/report.json,False,jobs_powered/rep2/results/opus-solo/sdv-dev__SDV-2656
2,sdv-dev__SDV-2656,sdv-dev/SDV,2025-08-26 21:22:01,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.15423749999999997,129970,1177,129195,1162,0.15338749999999998,0,0,0.0,775,15,0.00085,6,22.68,ok,False,True,,jobs_powered/rep2/results/opus-tuned/sdv-dev__SDV-2656/eval/sdv-dev__SDV-2656/report.json,False,jobs_powered/rep2/results/opus-tuned/sdv-dev__SDV-2656
2,aws-cloudformation__cfn-lint-4236,aws-cloudformation/cfn-lint,2025-08-26 18:22:09,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.4603284999999999,468481,5091,467289,5074,0.45905149999999995,0,0,0.0,1192,17,0.001277,18,115.85,ok,False,True,,jobs_powered/rep2/results/opus-solo/aws-cloudformation__cfn-lint-4236/eval/aws-cloudformation__cfn-lint-4236/report.json,False,jobs_powered/rep2/results/opus-solo/aws-cloudformation__cfn-lint-4236
2,aws-cloudformation__cfn-lint-4236,aws-cloudformation/cfn-lint,2025-08-26 18:22:09,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.4449222500000001,435633,4762,434441,4745,0.4436452500000001,0,0,0.0,1192,17,0.001277,16,120.23,ok,False,True,,jobs_powered/rep2/results/opus-tuned/aws-cloudformation__cfn-lint-4236/eval/aws-cloudformation__cfn-lint-4236/report.json,False,jobs_powered/rep2/results/opus-tuned/aws-cloudformation__cfn-lint-4236
2,ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.15590725,107888,1853,106636,1836,0.15457025,0,0,0.0,1252,17,0.001337,5,31.61,ok,False,True,,jobs_powered/rep2/results/opus-solo/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_powered/rep2/results/opus-solo/ipython__ipython-14970
2,ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.09953424999999999,63590,727,62338,708,0.09818724999999999,0,0,0.0,1252,19,0.001347,3,15.9,ok,False,True,,jobs_powered/rep2/results/opus-tuned/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_powered/rep2/results/opus-tuned/ipython__ipython-14970
2,sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-solo,claude-opus-4-8,claude-opus-4-8,0,1.74119975,2011757,18307,2010755,18293,1.74012775,0,0,0.0,1002,14,0.001072,46,344.45,ok,False,True,,jobs_powered/rep2/results/opus-solo/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_powered/rep2/results/opus-solo/sissbruecker__linkding-1175
2,sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-tuned,claude-opus-4-8,claude-haiku-4-5-20251001|claude-opus-4-8,0,2.05943775,3780529,23370,2102306,16952,1.8032727499999996,0,0,0.0,1678223,6418,0.256165,90,360.66,ok,False,False,claude-haiku-4-5-20251001,jobs_powered/rep2/results/opus-tuned/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_powered/rep2/results/opus-tuned/sissbruecker__linkding-1175
2,octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.5556332500000001,424094,8421,421692,8397,0.55311125,0,0,0.0,2402,24,0.002522,14,135.66,ok,False,True,,jobs_powered/rep2/results/opus-solo/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_powered/rep2/results/opus-solo/octodns__octodns-1298
2,octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.190079,147575,1474,145173,1450,0.187557,0,0,0.0,2402,24,0.002522,6,30.27,ok,False,True,,jobs_powered/rep2/results/opus-tuned/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_powered/rep2/results/opus-tuned/octodns__octodns-1298
2,authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.8004319999999999,887357,6794,886185,6771,0.7991449999999999,0,0,0.0,1172,23,0.0012870000000000002,25,124.95,ok,False,True,,jobs_powered/rep2/results/opus-solo/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_powered/rep2/results/opus-solo/authlib__authlib-802
2,authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.41765274999999996,422956,3346,421784,3323,0.41636575,0,0,0.0,1172,23,0.0012870000000000002,15,67.28,ok,False,True,,jobs_powered/rep2/results/opus-tuned/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_powered/rep2/results/opus-tuned/authlib__authlib-802
2,ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.1326205,89116,1028,87347,1010,0.1307615,0,0,0.0,1769,18,0.001859,4,19.38,ok,False,True,,jobs_powered/rep2/results/opus-solo/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_powered/rep2/results/opus-solo/ipython__ipython-14969
2,ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.13194575000000003,89712,987,87943,968,0.13008175000000002,0,0,0.0,1769,19,0.001864,4,19.39,ok,False,True,,jobs_powered/rep2/results/opus-tuned/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_powered/rep2/results/opus-tuned/ipython__ipython-14969
2,spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.623567,615852,6754,614197,6734,0.621812,0,0,0.0,1655,20,0.001755,21,120.7,ok,False,True,,jobs_powered/rep2/results/opus-solo/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_powered/rep2/results/opus-solo/spesmilo__electrum-10172
2,spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.83151575,784100,10045,782445,10026,0.82976575,0,0,0.0,1655,19,0.00175,24,166.05,ok,False,True,,jobs_powered/rep2/results/opus-tuned/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_powered/rep2/results/opus-tuned/spesmilo__electrum-10172
2,Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.41274775,407650,3991,406788,3973,0.41179575,0,0,0.0,862,18,0.000952,15,85.55,ok,False,True,,jobs_powered/rep2/results/opus-solo/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_powered/rep2/results/opus-solo/Archmonger__django-dbbackup-631
2,Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.151449,88132,1623,87270,1605,0.150497,0,0,0.0,862,18,0.000952,4,27.23,ok,False,True,,jobs_powered/rep2/results/opus-tuned/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_powered/rep2/results/opus-tuned/Archmonger__django-dbbackup-631
2,pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.159162,107437,1815,106618,1798,0.158258,0,0,0.0,819,17,0.000904,5,30.86,ok,False,True,,jobs_powered/rep2/results/opus-solo/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_powered/rep2/results/opus-solo/pgmpy__pgmpy-2314
2,pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.12094725,84709,944,83890,926,0.12003825000000001,0,0,0.0,819,18,0.000909,4,18.06,ok,False,True,,jobs_powered/rep2/results/opus-tuned/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_powered/rep2/results/opus-tuned/pgmpy__pgmpy-2314
2,authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.11367500000000001,81498,1017,80577,998,0.11265900000000001,0,0,0.0,921,19,0.001016,4,19.24,ok,False,True,,jobs_powered/rep2/results/opus-solo/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_powered/rep2/results/opus-solo/authlib__authlib-800
2,authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.11206299999999998,82828,851,81907,832,0.11104699999999998,0,0,0.0,921,19,0.001016,4,18.43,ok,False,True,,jobs_powered/rep2/results/opus-tuned/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_powered/rep2/results/opus-tuned/authlib__authlib-800
2,Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-solo,claude-opus-4-8,claude-opus-4-8,1,0.20063575,194220,1717,193510,1698,0.19983075,0,0,0.0,710,19,0.000805,9,36.07,ok,False,True,,jobs_powered/rep2/results/opus-solo/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_powered/rep2/results/opus-solo/Archmonger__django-dbbackup-626
2,Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.21656275000000003,201576,1958,200866,1939,0.21575775000000003,0,0,0.0,710,19,0.000805,9,37.58,ok,False,True,,jobs_powered/rep2/results/opus-tuned/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_powered/rep2/results/opus-tuned/Archmonger__django-dbbackup-626
2,llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-solo,claude-opus-4-8,claude-opus-4-8,1,0.8164665,749326,7436,732759,7419,0.7998145,0,0,0.0,16567,17,0.016652,15,111.04,ok,False,True,,jobs_powered/rep2/results/opus-solo/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_powered/rep2/results/opus-solo/llamastack__llama-stack-3224
2,llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.4535585,277102,4215,260535,4195,0.4368915,0,0,0.0,16567,20,0.016666999999999998,6,64.58,ok,False,True,,jobs_powered/rep2/results/opus-tuned/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_powered/rep2/results/opus-tuned/llamastack__llama-stack-3224
3,openai__openai-agents-python-1636,openai/openai-agents-python,2025-09-02 09:55:04,opus-solo,claude-opus-4-8,claude-opus-4-8,1,0.4274772499999999,425465,4125,424198,4109,0.42613024999999993,0,0,0.0,1267,16,0.0013469999999999999,16,80.89,ok,False,True,,jobs_powered/rep3/results/opus-solo/openai__openai-agents-python-1636/eval/openai__openai-agents-python-1636/report.json,False,jobs_powered/rep3/results/opus-solo/openai__openai-agents-python-1636
3,openai__openai-agents-python-1636,openai/openai-agents-python,2025-09-02 09:55:04,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.28116874999999997,266867,2643,265600,2625,0.27981174999999997,0,0,0.0,1267,18,0.001357,11,51.93,ok,False,True,,jobs_powered/rep3/results/opus-tuned/openai__openai-agents-python-1636/eval/openai__openai-agents-python-1636/report.json,False,jobs_powered/rep3/results/opus-tuned/openai__openai-agents-python-1636
3,openai__openai-agents-python-1633,openai/openai-agents-python,2025-09-02 01:10:29,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.9709945000000002,947801,12585,946325,12568,0.9694335000000002,0,0,0.0,1476,17,0.001561,28,204.4,ok,False,True,,jobs_powered/rep3/results/opus-solo/openai__openai-agents-python-1633/eval/openai__openai-agents-python-1633/report.json,False,jobs_powered/rep3/results/opus-solo/openai__openai-agents-python-1633
3,openai__openai-agents-python-1633,openai/openai-agents-python,2025-09-02 01:10:29,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.9320845000000001,804954,13384,803478,13366,0.9305185000000001,0,0,0.0,1476,18,0.0015660000000000001,23,207.13,ok,False,True,,jobs_powered/rep3/results/opus-tuned/openai__openai-agents-python-1633/eval/openai__openai-agents-python-1633/report.json,False,jobs_powered/rep3/results/opus-tuned/openai__openai-agents-python-1633
3,stanfordnlp__dspy-8739,stanfordnlp/dspy,2025-08-30 07:39:31,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.45874649999999995,423080,5381,421495,5361,0.45706149999999995,0,0,0.0,1585,20,0.001685,16,120.65,ok,False,True,,jobs_powered/rep3/results/opus-solo/stanfordnlp__dspy-8739/eval/stanfordnlp__dspy-8739/report.json,False,jobs_powered/rep3/results/opus-solo/stanfordnlp__dspy-8739
3,stanfordnlp__dspy-8739,stanfordnlp/dspy,2025-08-30 07:39:31,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.308246,280670,2959,279085,2939,0.30656100000000003,0,0,0.0,1585,20,0.001685,11,54.31,ok,False,True,,jobs_powered/rep3/results/opus-tuned/stanfordnlp__dspy-8739/eval/stanfordnlp__dspy-8739/report.json,False,jobs_powered/rep3/results/opus-tuned/stanfordnlp__dspy-8739
3,openai__openai-agents-python-1619,openai/openai-agents-python,2025-08-29 21:02:29,opus-solo,claude-opus-4-8,claude-opus-4-8,1,0.44074474999999996,429975,4681,428378,4661,0.43904774999999996,0,0,0.0,1597,20,0.001697,16,79.4,ok,False,True,,jobs_powered/rep3/results/opus-solo/openai__openai-agents-python-1619/eval/openai__openai-agents-python-1619/report.json,False,jobs_powered/rep3/results/opus-solo/openai__openai-agents-python-1619
3,openai__openai-agents-python-1619,openai/openai-agents-python,2025-08-29 21:02:29,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.3704942500000001,388478,3516,386881,3496,0.3687972500000001,0,0,0.0,1597,20,0.001697,15,66.12,ok,False,True,,jobs_powered/rep3/results/opus-tuned/openai__openai-agents-python-1619/eval/openai__openai-agents-python-1619/report.json,False,jobs_powered/rep3/results/opus-tuned/openai__openai-agents-python-1619
3,django-guardian__django-guardian-899,django-guardian/django-guardian,2025-08-29 08:55:48,opus-solo,claude-opus-4-8,claude-opus-4-8,1,0.49264575,353058,8445,352182,8426,0.49167475,0,0,0.0,876,19,0.0009710000000000001,14,130.82,ok,False,True,,jobs_powered/rep3/results/opus-solo/django-guardian__django-guardian-899/eval/django-guardian__django-guardian-899/report.json,False,jobs_powered/rep3/results/opus-solo/django-guardian__django-guardian-899
3,django-guardian__django-guardian-899,django-guardian/django-guardian,2025-08-29 08:55:48,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.3136685,255984,4233,255108,4216,0.3127075,0,0,0.0,876,17,0.000961,11,70.84,ok,False,True,,jobs_powered/rep3/results/opus-tuned/django-guardian__django-guardian-899/eval/django-guardian__django-guardian-899/report.json,False,jobs_powered/rep3/results/opus-tuned/django-guardian__django-guardian-899
3,django-guardian__django-guardian-896,django-guardian/django-guardian,2025-08-28 23:07:44,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.7359959999999999,713553,9326,712515,9310,0.7348779999999999,0,0,0.0,1038,16,0.001118,21,160.37,ok,False,True,,jobs_powered/rep3/results/opus-solo/django-guardian__django-guardian-896/eval/django-guardian__django-guardian-896/report.json,False,jobs_powered/rep3/results/opus-solo/django-guardian__django-guardian-896
3,django-guardian__django-guardian-896,django-guardian/django-guardian,2025-08-28 23:07:44,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.46223700000000006,471243,5762,470205,5750,0.4611390000000001,0,0,0.0,1038,12,0.001098,19,102.03,ok,False,True,,jobs_powered/rep3/results/opus-tuned/django-guardian__django-guardian-896/eval/django-guardian__django-guardian-896/report.json,False,jobs_powered/rep3/results/opus-tuned/django-guardian__django-guardian-896
3,a2aproject__a2a-python-443,a2aproject/a2a-python,2025-08-28 21:39:11,opus-solo,claude-opus-4-8,claude-opus-4-8,0,1.30175025,1593698,11027,1592872,11011,1.30084425,0,0,0.0,826,16,0.000906,38,192.86,ok,False,True,,jobs_powered/rep3/results/opus-solo/a2aproject__a2a-python-443/eval/a2aproject__a2a-python-443/report.json,False,jobs_powered/rep3/results/opus-solo/a2aproject__a2a-python-443
3,a2aproject__a2a-python-443,a2aproject/a2a-python,2025-08-28 21:39:11,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,1.2181395000000002,1498460,10444,1497634,10428,1.2172335,0,0,0.0,826,16,0.000906,39,182.18,ok,False,True,,jobs_powered/rep3/results/opus-tuned/a2aproject__a2a-python-443/eval/a2aproject__a2a-python-443/report.json,False,jobs_powered/rep3/results/opus-tuned/a2aproject__a2a-python-443
3,openai__openai-agents-python-1601,openai/openai-agents-python,2025-08-28 05:18:26,opus-solo,claude-opus-4-8,claude-opus-4-8,1,4.084604,4701380,44850,4563801,42627,3.9359099999999994,0,0,0.0,137579,2223,0.148694,87,1147.58,ok,False,True,,jobs_powered/rep3/results/opus-solo/openai__openai-agents-python-1601/eval/openai__openai-agents-python-1601/report.json,False,jobs_powered/rep3/results/opus-solo/openai__openai-agents-python-1601
3,openai__openai-agents-python-1601,openai/openai-agents-python,2025-08-28 05:18:26,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,1.7039087499999996,1716049,19435,1663787,18599,1.6474667499999998,0,0,0.0,52262,836,0.05644199999999999,47,341.8,ok,False,True,,jobs_powered/rep3/results/opus-tuned/openai__openai-agents-python-1601/eval/openai__openai-agents-python-1601/report.json,False,jobs_powered/rep3/results/opus-tuned/openai__openai-agents-python-1601
3,QuantEcon__QuantEcon.py-797,QuantEcon/QuantEcon.py,2025-08-27 23:56:06,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.52858675,418166,7957,417358,7937,0.52767875,0,0,0.0,808,20,0.0009080000000000001,15,140.96,ok,False,True,,jobs_powered/rep3/results/opus-solo/QuantEcon__QuantEcon.py-797/eval/QuantEcon__QuantEcon.py-797/report.json,False,jobs_powered/rep3/results/opus-solo/QuantEcon__QuantEcon.py-797
3,QuantEcon__QuantEcon.py-797,QuantEcon/QuantEcon.py,2025-08-27 23:56:06,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.22249099999999997,133907,3273,133099,3253,0.22158299999999997,0,0,0.0,808,20,0.0009080000000000001,6,42.93,ok,False,True,,jobs_powered/rep3/results/opus-tuned/QuantEcon__QuantEcon.py-797/eval/QuantEcon__QuantEcon.py-797/report.json,False,jobs_powered/rep3/results/opus-tuned/QuantEcon__QuantEcon.py-797
3,pex-tool__pex-2888,pex-tool/pex,2025-08-27 19:57:49,opus-solo,claude-opus-4-8,claude-opus-4-8,0,1.3944717500000003,1473988,14538,1472426,14520,1.3928197500000004,0,0,0.0,1562,18,0.001652,31,255.62,ok,False,True,,jobs_powered/rep3/results/opus-solo/pex-tool__pex-2888/eval/pex-tool__pex-2888/report.json,False,jobs_powered/rep3/results/opus-solo/pex-tool__pex-2888
3,pex-tool__pex-2888,pex-tool/pex,2025-08-27 19:57:49,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.60854625,530206,5878,528644,5861,0.60689925,0,0,0.0,1562,17,0.001647,15,98.53,ok,False,True,,jobs_powered/rep3/results/opus-tuned/pex-tool__pex-2888/eval/pex-tool__pex-2888/report.json,False,jobs_powered/rep3/results/opus-tuned/pex-tool__pex-2888
3,sdv-dev__SDV-2658,sdv-dev/SDV,2025-08-27 19:48:19,opus-solo,claude-opus-4-8,claude-opus-4-8,0,1.8013415000000002,1859835,15473,1858673,15454,1.8000845,0,0,0.0,1162,19,0.001257,39,939.73,ok,False,True,,jobs_powered/rep3/results/opus-solo/sdv-dev__SDV-2658/eval/sdv-dev__SDV-2658/report.json,False,jobs_powered/rep3/results/opus-solo/sdv-dev__SDV-2658
3,sdv-dev__SDV-2658,sdv-dev/SDV,2025-08-27 19:48:19,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.6944685,665810,8523,664648,8503,0.6932065000000001,0,0,0.0,1162,20,0.001262,21,128.11,ok,False,True,,jobs_powered/rep3/results/opus-tuned/sdv-dev__SDV-2658/eval/sdv-dev__SDV-2658/report.json,False,jobs_powered/rep3/results/opus-tuned/sdv-dev__SDV-2658
3,stanfordnlp__dspy-8718,stanfordnlp/dspy,2025-08-27 06:46:30,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.1523885,94560,1351,92706,1332,0.1504395,0,0,0.0,1854,19,0.001949,4,24.99,ok,False,True,,jobs_powered/rep3/results/opus-solo/stanfordnlp__dspy-8718/eval/stanfordnlp__dspy-8718/report.json,False,jobs_powered/rep3/results/opus-solo/stanfordnlp__dspy-8718
3,stanfordnlp__dspy-8718,stanfordnlp/dspy,2025-08-27 06:46:30,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.17824700000000002,117327,1838,115473,1821,0.17630800000000002,0,0,0.0,1854,17,0.001939,5,31.8,ok,False,True,,jobs_powered/rep3/results/opus-tuned/stanfordnlp__dspy-8718/eval/stanfordnlp__dspy-8718/report.json,False,jobs_powered/rep3/results/opus-tuned/stanfordnlp__dspy-8718
